alert_id,transaction_id,alert_timestamp,rule_triggered,risk_score,reviewer_status,resolution
ALT-6be8fe01,TXN-f41c3a52,2025-03-08 05:24:17,High Value,84,In Review,True Positive (Fraud)
ALT-5908a3de,TXN-c66252bf,2025-09-04 01:13:27,VPN Detected,86,In Review,Unresolved
ALT-773da81d,TXN-4d779114,2025-05-21 13:43:35,High Value,89,Unassigned,False Positive (Legit)
ALT-7b9673eb,TXN-e1eb450b,2025-08-17 11:36:30,High Velocity,67,Unassigned,False Positive (Legit)
ALT-7eb96f62,TXN-b1e86c1b,2025-05-06 02:10:42,VPN Detected,99,Unassigned,Unresolved
ALT-c3459995,TXN-f8fcb22e,2025-02-03 11:07:57,Impossible Travel,96,In Review,False Positive (Legit)
ALT-cd4222da,TXN-55efdbf9,2025-08-07 03:22:21,Impossible Travel,63,Closed,False Positive (Legit)
ALT-04a46015,TXN-17d37c56,2025-12-19 05:49:52,VPN Detected,57,In Review,False Positive (Legit)
ALT-1ccea62b,TXN-4c117cbc,2025-04-11 01:55:02,Impossible Travel,70,Unassigned,False Positive (Legit)
ALT-5d494ec6,TXN-ab8775ed,2025-10-16 05:31:46,Impossible Travel,95,Unassigned,Unresolved
ALT-4f667f68,TXN-a4d3f75f,2025-12-21 10:55:06,High Value,82,In Review,Unresolved
ALT-f6147d57,TXN-9ca17e22,2025-06-05 07:39:42,High Velocity,59,Unassigned,True Positive (Fraud)
ALT-e88e189d,TXN-1470fd5d,2025-06-09 12:30:17,VPN Detected,93,In Review,False Positive (Legit)
ALT-904fb520,TXN-50278c20,2025-06-30 16:38:25,High Value,93,In Review,False Positive (Legit)
ALT-127ae8b7,TXN-9f13bc1d,2025-02-10 06:59:06,High Value,59,Unassigned,Unresolved
ALT-6fe2a1c8,TXN-041e8c59,2025-01-10 16:47:11,VPN Detected,80,Closed,Unresolved
ALT-cbb41171,TXN-d6ff87dd,2025-03-25 02:46:33,VPN Detected,59,In Review,False Positive (Legit)
ALT-2581bc59,TXN-7aaad442,2025-12-26 21:13:40,High Velocity,66,Unassigned,False Positive (Legit)
ALT-9e3fc725,TXN-b3a1f27e,2025-06-06 14:43:28,VPN Detected,99,In Review,Unresolved
ALT-f8692c21,TXN-dda437d2,2025-03-19 18:40:44,VPN Detected,66,In Review,Unresolved
ALT-5bb3fed5,TXN-344df510,2025-02-03 04:27:43,High Value,79,In Review,True Positive (Fraud)
ALT-4ecbdd00,TXN-52591281,2025-05-31 19:33:18,Impossible Travel,77,In Review,False Positive (Legit)
ALT-08219b2f,TXN-b593d446,2025-03-20 06:15:29,VPN Detected,67,Closed,Unresolved
ALT-99360f6d,TXN-440b8644,2025-11-23 08:08:57,High Value,72,Unassigned,True Positive (Fraud)
ALT-41d31461,TXN-81f08609,2025-07-11 15:06:28,High Value,70,In Review,True Positive (Fraud)
ALT-51190e83,TXN-f33be41a,2025-02-17 00:06:53,Impossible Travel,95,Closed,Unresolved
ALT-9762dbb2,TXN-d0468847,2025-10-03 09:21:24,High Velocity,82,Unassigned,False Positive (Legit)
ALT-86e5b802,TXN-003b79d4,2025-06-13 18:56:33,VPN Detected,96,Unassigned,Unresolved
ALT-ed36301b,TXN-e5f12f71,2025-12-16 11:57:14,High Value,72,Unassigned,True Positive (Fraud)
ALT-68e5930b,TXN-452863c2,2025-10-15 15:39:00,High Value,89,Closed,False Positive (Legit)
ALT-9ea500f5,TXN-4a2cc252,2025-06-07 23:31:34,High Velocity,97,In Review,True Positive (Fraud)
ALT-4f392a06,TXN-c988b6bf,2025-01-10 06:01:56,VPN Detected,77,Unassigned,Unresolved
ALT-a5d3efa4,TXN-638e73df,2025-09-11 02:40:16,VPN Detected,86,Closed,Unresolved
ALT-8944b552,TXN-39c7d7fc,2025-04-22 02:57:46,High Value,86,Closed,True Positive (Fraud)
ALT-a5590ddc,TXN-f1ed70c3,2025-11-09 02:47:28,High Value,90,Closed,True Positive (Fraud)
ALT-b693b828,TXN-fff79e3c,2025-12-06 14:25:39,High Value,92,Closed,True Positive (Fraud)
ALT-9ea7e45c,TXN-6f0b5ef2,2025-01-11 02:39:45,High Value,73,Closed,True Positive (Fraud)
ALT-e017797c,TXN-fdd71513,2025-10-18 17:22:56,VPN Detected,64,Closed,False Positive (Legit)
ALT-4eebad40,TXN-29afc960,2025-01-23 00:43:53,High Velocity,96,Unassigned,Unresolved
ALT-8ff1aafa,TXN-68817ddb,2025-01-31 20:57:28,High Velocity,94,In Review,False Positive (Legit)
ALT-339ff543,TXN-2e300f79,2025-11-04 08:46:48,High Value,68,Closed,False Positive (Legit)
ALT-87467cc2,TXN-f46ac75e,2025-03-01 09:00:54,VPN Detected,92,Closed,True Positive (Fraud)
ALT-d5e80ac0,TXN-fa768f96,2025-09-17 18:01:37,High Velocity,51,Unassigned,False Positive (Legit)
ALT-976ac815,TXN-3fb342ae,2025-03-15 12:19:13,VPN Detected,98,In Review,True Positive (Fraud)
ALT-c10afa33,TXN-4e2d85c1,2025-05-20 01:55:25,High Velocity,60,Closed,Unresolved
ALT-ddd87799,TXN-38c94afa,2025-08-07 09:18:22,VPN Detected,66,Closed,Unresolved
ALT-b608ab00,TXN-07418448,2025-10-18 21:52:22,VPN Detected,81,Closed,True Positive (Fraud)
ALT-df14c5d4,TXN-05b5e48f,2025-07-21 08:42:08,VPN Detected,90,In Review,False Positive (Legit)
ALT-0e8f8a7e,TXN-c81b8d4c,2025-06-15 04:43:56,High Velocity,70,In Review,False Positive (Legit)
ALT-0db227a6,TXN-dbba82af,2025-10-31 03:30:46,High Value,90,Unassigned,True Positive (Fraud)
ALT-4a6308df,TXN-a02a8d17,2025-09-03 13:08:26,High Value,67,In Review,True Positive (Fraud)
ALT-263847a6,TXN-bd7e7733,2025-07-08 19:52:07,Impossible Travel,57,Closed,True Positive (Fraud)
ALT-29ba48ee,TXN-f225b317,2025-09-16 15:10:11,High Velocity,82,Closed,False Positive (Legit)
ALT-efa90399,TXN-7cc22eeb,2025-03-04 22:38:41,High Velocity,60,Closed,False Positive (Legit)
ALT-26681fd0,TXN-fb8ca2ea,2025-12-10 08:33:54,High Value,52,In Review,Unresolved
ALT-c5cbd22b,TXN-4c336738,2025-04-15 09:27:27,Impossible Travel,79,Closed,False Positive (Legit)
ALT-b49db58e,TXN-ab6e678d,2025-03-26 04:11:36,High Value,55,In Review,True Positive (Fraud)
ALT-518dd8d6,TXN-002c9928,2025-03-01 16:40:01,High Value,70,Closed,False Positive (Legit)
ALT-1e9bedb9,TXN-e42f1840,2025-09-06 04:12:43,High Value,96,Unassigned,Unresolved
ALT-8f3de9e8,TXN-1cbac6e8,2025-08-24 18:17:48,VPN Detected,57,In Review,False Positive (Legit)
ALT-f0d0a743,TXN-00196a4f,2025-06-17 22:00:15,High Velocity,66,Closed,False Positive (Legit)
ALT-8fa752dc,TXN-dd1ce54e,2025-07-28 12:03:43,VPN Detected,92,Unassigned,True Positive (Fraud)
ALT-4fa1117f,TXN-958c6737,2025-07-09 01:26:35,VPN Detected,97,Closed,Unresolved
ALT-a22535ad,TXN-52ab26fa,2025-01-15 09:09:16,High Value,59,In Review,True Positive (Fraud)
ALT-3ed04f20,TXN-8b827a4a,2025-11-03 06:10:24,VPN Detected,52,In Review,True Positive (Fraud)
ALT-5d5fcc8b,TXN-3c6bd7d9,2025-03-08 11:43:42,High Velocity,62,Unassigned,True Positive (Fraud)
ALT-af33d049,TXN-6dcc20aa,2025-02-04 03:53:04,Impossible Travel,51,Unassigned,False Positive (Legit)
ALT-caeaab0d,TXN-e61dd22c,2025-04-19 15:40:03,High Value,74,In Review,Unresolved
ALT-8867c5c5,TXN-3b08c8f6,2025-10-12 17:04:13,High Value,70,Closed,False Positive (Legit)
ALT-d2eee6e8,TXN-58191511,2025-02-28 09:43:58,High Velocity,86,Unassigned,Unresolved
ALT-338c8684,TXN-46548a33,2025-04-24 21:11:20,Impossible Travel,85,Unassigned,Unresolved
ALT-70818e0d,TXN-e078616f,2025-07-15 16:40:18,High Velocity,88,In Review,True Positive (Fraud)
ALT-68183ef4,TXN-975f601e,2025-03-16 11:03:36,Impossible Travel,94,Closed,True Positive (Fraud)
ALT-6f765c62,TXN-6016fb43,2025-11-26 10:02:29,Impossible Travel,50,Closed,True Positive (Fraud)
ALT-715432b4,TXN-a0638415,2025-09-04 18:27:07,High Velocity,57,Unassigned,Unresolved
ALT-ee6d37ab,TXN-179302ef,2025-12-03 06:01:24,High Velocity,94,In Review,Unresolved
ALT-a8e175b8,TXN-6738b644,2025-08-10 13:04:46,High Value,70,Unassigned,Unresolved
ALT-41daf392,TXN-f14373df,2025-12-18 03:18:22,Impossible Travel,62,Closed,True Positive (Fraud)
ALT-8c128779,TXN-886035b8,2025-09-14 13:07:43,High Velocity,76,In Review,True Positive (Fraud)
ALT-f96b6136,TXN-ff31d286,2025-08-23 11:41:15,High Value,83,Unassigned,Unresolved
ALT-bad2eaf6,TXN-f838904b,2025-05-06 12:23:43,VPN Detected,91,Closed,True Positive (Fraud)
ALT-7b80e1e2,TXN-8e74bef4,2025-11-23 00:12:30,VPN Detected,78,In Review,Unresolved
ALT-77aa4af8,TXN-15000c3c,2025-03-10 00:13:04,Impossible Travel,57,In Review,False Positive (Legit)
ALT-a49fc8aa,TXN-650f16a9,2025-10-13 10:21:21,Impossible Travel,58,In Review,Unresolved
ALT-b15aca0e,TXN-692c0400,2025-10-14 23:46:24,High Value,57,Closed,True Positive (Fraud)
ALT-6d656a92,TXN-1888a6d8,2025-10-17 03:48:37,VPN Detected,69,In Review,True Positive (Fraud)
ALT-70fb4370,TXN-630b4d3d,2025-12-02 09:58:41,VPN Detected,70,Closed,False Positive (Legit)
ALT-67af5c3a,TXN-9e92fd2c,2025-11-20 06:53:28,High Value,67,Closed,True Positive (Fraud)
ALT-9016904f,TXN-db9bbd2d,2025-12-01 04:10:26,High Velocity,67,Unassigned,True Positive (Fraud)
ALT-5e1089ff,TXN-77c9d087,2025-10-16 20:29:32,VPN Detected,76,Closed,Unresolved
ALT-c32ce621,TXN-13172680,2025-01-27 00:18:12,High Value,83,Closed,Unresolved
ALT-c7ac9b84,TXN-3d4cc0ef,2025-04-11 21:46:06,Impossible Travel,77,In Review,Unresolved
ALT-5b8e6cc1,TXN-4e62f83e,2025-04-18 11:22:07,High Velocity,92,In Review,Unresolved
ALT-89d924c2,TXN-624d743d,2025-07-08 11:05:43,High Value,91,Unassigned,False Positive (Legit)
ALT-40b59bc4,TXN-4983955e,2025-08-22 12:40:44,High Velocity,67,Unassigned,True Positive (Fraud)
ALT-18c3abbf,TXN-162d5958,2025-02-02 00:02:13,High Value,86,Unassigned,True Positive (Fraud)
ALT-aa478ec2,TXN-55a966a0,2025-10-13 18:06:19,High Velocity,76,Closed,Unresolved
ALT-1acfb1a1,TXN-b0d427a7,2025-05-17 11:15:49,High Value,50,Unassigned,Unresolved
ALT-bd0583d5,TXN-6ded317f,2025-06-03 16:49:34,High Value,66,Closed,True Positive (Fraud)
ALT-733c0c4b,TXN-d905888c,2025-07-15 12:49:03,High Velocity,71,Unassigned,Unresolved
ALT-63660fda,TXN-61a839bf,2025-11-05 21:06:55,Impossible Travel,92,Closed,True Positive (Fraud)
ALT-3eb448c2,TXN-adf0ed84,2025-05-12 03:30:52,VPN Detected,84,Closed,True Positive (Fraud)
ALT-c76c9492,TXN-4752d599,2025-09-15 18:52:24,High Value,63,In Review,False Positive (Legit)
ALT-d236876e,TXN-79d76997,2025-11-19 16:32:28,Impossible Travel,77,Unassigned,True Positive (Fraud)
ALT-f4a21b7e,TXN-19e9772b,2025-08-22 18:34:32,VPN Detected,51,In Review,Unresolved
ALT-9ee022c3,TXN-399279d8,2025-08-18 05:47:24,Impossible Travel,53,Unassigned,Unresolved
ALT-52cad423,TXN-18a51b21,2025-11-05 07:50:10,VPN Detected,52,In Review,Unresolved
ALT-0a1a8d58,TXN-e8c93915,2025-01-29 23:49:45,Impossible Travel,99,In Review,True Positive (Fraud)
ALT-be7b8d28,TXN-bdf47c44,2025-01-11 18:41:16,High Velocity,86,Closed,False Positive (Legit)
ALT-fd4aa1c4,TXN-5f65aba6,2025-04-02 18:30:42,High Velocity,70,Unassigned,True Positive (Fraud)
ALT-e3082563,TXN-4135e497,2025-07-13 19:23:33,VPN Detected,89,Unassigned,False Positive (Legit)
ALT-b2b39bcb,TXN-5025ec00,2025-05-24 02:22:39,High Value,92,Closed,Unresolved
ALT-0b35d871,TXN-5f894519,2025-02-09 10:46:10,Impossible Travel,72,Closed,True Positive (Fraud)
ALT-fd26014a,TXN-b35dfd7a,2025-12-24 04:56:10,Impossible Travel,75,Closed,Unresolved
ALT-9919585b,TXN-ca074712,2025-05-29 23:54:27,High Velocity,99,Unassigned,False Positive (Legit)
ALT-165fa657,TXN-e1c68168,2025-06-27 08:40:20,VPN Detected,76,In Review,True Positive (Fraud)
ALT-f4b13033,TXN-9cc5f0c0,2025-01-15 00:45:39,VPN Detected,62,Unassigned,True Positive (Fraud)
ALT-7d40fc72,TXN-11365282,2025-01-03 06:34:45,VPN Detected,96,Unassigned,False Positive (Legit)
ALT-501b59f0,TXN-4fdd3acc,2025-08-07 03:07:47,High Value,67,Closed,False Positive (Legit)
ALT-ea7f3a9b,TXN-abc91f1d,2025-04-26 02:31:44,High Velocity,70,In Review,Unresolved
ALT-954e40e8,TXN-9e86591e,2025-01-07 05:26:28,High Velocity,96,In Review,Unresolved
ALT-127ac754,TXN-2f00580a,2025-09-19 21:09:00,High Velocity,90,In Review,True Positive (Fraud)
ALT-121a68a2,TXN-c64164e4,2025-12-24 08:23:48,VPN Detected,62,Unassigned,True Positive (Fraud)
ALT-0b91f223,TXN-0026d42c,2025-06-04 22:24:48,VPN Detected,71,In Review,Unresolved
ALT-8f9717d8,TXN-1a091f41,2025-12-22 02:18:03,High Velocity,98,In Review,False Positive (Legit)
ALT-a20a73c8,TXN-d2fe2a60,2025-06-14 14:24:23,VPN Detected,55,Unassigned,False Positive (Legit)
ALT-d907ec16,TXN-66f32d69,2025-09-06 22:25:36,VPN Detected,78,Unassigned,False Positive (Legit)
ALT-de1025b8,TXN-aa2ae5a6,2025-11-20 04:38:35,VPN Detected,94,Closed,False Positive (Legit)
ALT-d5ad9883,TXN-0cf4d3d0,2025-05-16 08:25:10,High Velocity,90,Closed,False Positive (Legit)
ALT-ab9c8bd8,TXN-78e67800,2025-02-04 18:08:37,Impossible Travel,77,Closed,True Positive (Fraud)
ALT-88382ba0,TXN-10ab2509,2025-06-24 16:38:50,High Value,67,Unassigned,Unresolved
ALT-f345f36d,TXN-8b5396c9,2025-04-21 05:16:06,Impossible Travel,62,In Review,True Positive (Fraud)
ALT-3f1eb0b2,TXN-28e0e8bd,2025-08-20 13:48:46,VPN Detected,88,Unassigned,True Positive (Fraud)
ALT-32b6e67b,TXN-aca2716a,2025-10-02 12:14:10,High Velocity,65,In Review,True Positive (Fraud)
ALT-5a984962,TXN-cbd7c95f,2025-09-17 13:40:52,High Value,56,Closed,True Positive (Fraud)
ALT-44cca624,TXN-e5ae4521,2025-07-05 16:12:29,Impossible Travel,90,In Review,True Positive (Fraud)
ALT-0cd4ebda,TXN-f2ce9b63,2025-09-10 18:46:39,Impossible Travel,63,Closed,True Positive (Fraud)
ALT-69f3862e,TXN-6f0eb43a,2025-01-25 23:26:06,High Velocity,54,In Review,Unresolved
ALT-0db30670,TXN-ad92f5e1,2025-10-11 10:32:02,VPN Detected,73,Closed,False Positive (Legit)
ALT-0989c4da,TXN-a48781ce,2025-12-04 05:40:03,High Value,81,In Review,Unresolved
ALT-f71d8214,TXN-31c53365,2025-01-01 04:57:53,Impossible Travel,50,Unassigned,Unresolved
ALT-263b2470,TXN-7e524e9e,2025-09-09 03:07:49,High Velocity,93,In Review,Unresolved
ALT-1fa79a5a,TXN-68ac632b,2025-10-31 15:01:20,VPN Detected,95,Unassigned,True Positive (Fraud)
ALT-6fb2624c,TXN-31b6112d,2025-05-11 19:15:29,Impossible Travel,72,In Review,Unresolved
ALT-042a8c30,TXN-0c886491,2025-09-10 11:15:50,High Velocity,67,Unassigned,False Positive (Legit)
ALT-13c07a5d,TXN-6bca15c5,2025-01-26 17:11:33,VPN Detected,63,Closed,True Positive (Fraud)
ALT-358d222f,TXN-766903dd,2025-02-08 09:53:05,High Value,84,Closed,False Positive (Legit)
ALT-6a8ff513,TXN-c9abdb9d,2025-09-30 04:28:43,VPN Detected,58,Closed,True Positive (Fraud)
ALT-91979e7d,TXN-57a62be3,2025-05-31 15:43:55,High Velocity,96,In Review,True Positive (Fraud)
ALT-edde2e14,TXN-9144e64f,2025-03-24 06:29:27,Impossible Travel,64,Unassigned,False Positive (Legit)
ALT-8d54dd99,TXN-20ab9f20,2025-07-18 21:30:26,VPN Detected,62,Unassigned,False Positive (Legit)
ALT-62519fbc,TXN-6c74c96f,2025-04-07 12:00:48,High Value,85,Unassigned,True Positive (Fraud)
ALT-509966cb,TXN-69381395,2025-01-06 19:19:08,High Velocity,56,In Review,True Positive (Fraud)
ALT-821eca24,TXN-0d64b48d,2025-04-22 01:26:01,Impossible Travel,77,Unassigned,Unresolved
ALT-071fb592,TXN-b2007292,2025-05-19 07:12:31,High Value,63,Unassigned,Unresolved
ALT-2cc938cc,TXN-b5eee07e,2025-03-29 19:00:08,VPN Detected,65,In Review,False Positive (Legit)
ALT-60e765c7,TXN-3d46399b,2025-08-29 07:24:23,High Value,64,Unassigned,Unresolved
ALT-fa18c782,TXN-50df6a21,2025-04-02 15:25:35,High Value,92,Closed,True Positive (Fraud)
ALT-3e4061ff,TXN-66dc1018,2025-01-09 20:00:53,High Velocity,75,Unassigned,True Positive (Fraud)
ALT-cf9d3aec,TXN-a47711cf,2025-09-11 19:11:25,High Value,68,Closed,True Positive (Fraud)
ALT-1058fe2a,TXN-f8cea965,2025-05-21 12:38:04,VPN Detected,74,Unassigned,False Positive (Legit)
ALT-05a9d3a7,TXN-a560175d,2025-02-18 22:05:48,High Value,79,In Review,True Positive (Fraud)
ALT-6ecd56bf,TXN-24ba09fa,2025-11-22 17:25:14,Impossible Travel,87,Unassigned,False Positive (Legit)
ALT-0627113a,TXN-841790f4,2025-12-23 12:39:08,High Velocity,90,In Review,False Positive (Legit)
ALT-b98b9ed2,TXN-b5e92500,2025-01-28 14:30:50,VPN Detected,60,Closed,Unresolved
ALT-23bb5dec,TXN-a237b388,2025-01-25 01:25:06,VPN Detected,93,Closed,False Positive (Legit)
ALT-cd6d9deb,TXN-521cea18,2025-10-12 10:28:09,High Value,70,Unassigned,Unresolved
ALT-848d0a85,TXN-5e3d9d60,2025-07-26 20:41:01,Impossible Travel,99,Unassigned,True Positive (Fraud)
ALT-55b0ce03,TXN-0d0cf6f3,2025-04-05 04:58:27,High Velocity,68,Unassigned,True Positive (Fraud)
ALT-c5ccd377,TXN-de561333,2025-12-10 18:16:51,High Value,67,Unassigned,True Positive (Fraud)
ALT-01a71014,TXN-c598eef5,2025-06-23 06:41:01,High Value,87,Closed,False Positive (Legit)
ALT-f5f5b7f0,TXN-623e6ecf,2025-06-04 10:11:05,High Velocity,74,Closed,Unresolved
ALT-80882a9b,TXN-0e5987a3,2025-04-22 16:53:55,VPN Detected,81,In Review,True Positive (Fraud)
ALT-fad73ce1,TXN-8a605f4f,2025-12-21 22:04:54,VPN Detected,59,Unassigned,False Positive (Legit)
ALT-546b4f0b,TXN-2d2efa57,2025-08-29 21:08:26,Impossible Travel,66,In Review,False Positive (Legit)
ALT-0824ebad,TXN-8cb57758,2025-08-07 11:21:15,High Value,50,Unassigned,Unresolved
ALT-a161d8f1,TXN-04308b8c,2025-09-13 21:16:48,VPN Detected,55,Closed,False Positive (Legit)
ALT-66f4465e,TXN-227a2776,2025-06-26 09:00:56,High Velocity,55,In Review,Unresolved
ALT-84bbf8e2,TXN-6c6f0fcd,2025-03-31 11:24:45,Impossible Travel,72,Closed,True Positive (Fraud)
ALT-22727f57,TXN-8c6650d2,2025-11-22 11:34:45,VPN Detected,99,In Review,Unresolved
ALT-0dd47ea6,TXN-17da8372,2025-09-18 15:28:07,High Velocity,63,In Review,False Positive (Legit)
ALT-056c8c74,TXN-163b1cc4,2025-04-07 00:31:29,Impossible Travel,73,Closed,Unresolved
ALT-32af4aa1,TXN-14ee39ca,2025-05-01 17:17:34,Impossible Travel,59,Unassigned,False Positive (Legit)
ALT-3f2b4ce8,TXN-92aebf5a,2025-03-22 19:50:41,Impossible Travel,71,Closed,Unresolved
ALT-7fd590d0,TXN-9a8c7ad0,2025-05-13 03:35:13,VPN Detected,96,Unassigned,True Positive (Fraud)
ALT-a413e820,TXN-0821f739,2025-05-02 20:10:10,High Value,64,Unassigned,Unresolved
ALT-f54be3fe,TXN-1d968d0b,2025-05-31 02:44:35,VPN Detected,96,Closed,False Positive (Legit)
ALT-e71c23af,TXN-e4dc7887,2025-07-16 07:18:28,Impossible Travel,74,Closed,Unresolved
ALT-f3cf00a7,TXN-5fa66c05,2025-05-30 17:26:53,Impossible Travel,76,Unassigned,True Positive (Fraud)
ALT-f5c9ba4a,TXN-cd69304e,2025-06-20 01:19:00,VPN Detected,90,Closed,Unresolved
ALT-004f9fa1,TXN-c7fd5931,2025-04-08 13:01:05,Impossible Travel,95,Unassigned,True Positive (Fraud)
ALT-db34adb2,TXN-badd93c7,2025-02-16 04:51:45,High Velocity,62,Closed,Unresolved
ALT-23af790b,TXN-db06299e,2025-06-14 10:43:59,High Velocity,76,Closed,Unresolved
ALT-b95e02de,TXN-52591699,2025-11-04 00:41:17,High Velocity,77,In Review,Unresolved
ALT-98130bc8,TXN-5723f65a,2025-02-15 06:52:52,High Value,89,Closed,False Positive (Legit)
ALT-787018fa,TXN-62243623,2025-07-29 16:39:24,High Velocity,51,In Review,Unresolved
ALT-ae48fc4b,TXN-39310da3,2025-07-26 09:22:03,High Velocity,83,Closed,False Positive (Legit)
ALT-c9844bc3,TXN-7f1cbddd,2025-01-16 09:46:17,VPN Detected,61,Closed,Unresolved
ALT-9ac4d907,TXN-559023eb,2025-04-07 23:54:13,High Value,94,Closed,False Positive (Legit)
ALT-44373a05,TXN-81c30dd5,2025-01-01 05:49:15,High Value,68,In Review,False Positive (Legit)
ALT-44742078,TXN-309bf175,2025-02-08 06:28:48,High Value,73,In Review,False Positive (Legit)
ALT-e90f1425,TXN-b81a7d63,2025-03-21 23:17:38,VPN Detected,92,Unassigned,True Positive (Fraud)
ALT-a1471fde,TXN-20d2c401,2025-01-03 03:49:54,High Value,71,In Review,False Positive (Legit)
ALT-fa0ccb6f,TXN-3972d16c,2025-03-29 03:03:26,High Velocity,81,In Review,True Positive (Fraud)
ALT-5326d416,TXN-e3fba338,2025-08-22 08:35:30,High Velocity,90,In Review,False Positive (Legit)
ALT-96b7154e,TXN-0289b465,2025-03-13 21:47:20,High Value,59,In Review,True Positive (Fraud)
ALT-6f659e03,TXN-1c42b136,2025-06-24 23:34:14,High Velocity,86,Closed,Unresolved
ALT-bc3be47e,TXN-acd13b46,2025-02-03 23:31:35,High Velocity,84,Closed,Unresolved
ALT-59244f11,TXN-f330f3a7,2025-10-28 09:01:31,VPN Detected,97,In Review,True Positive (Fraud)
ALT-1f0edace,TXN-3685be7a,2025-10-14 17:25:53,High Velocity,93,In Review,False Positive (Legit)
ALT-b47b98a7,TXN-0a6bc715,2025-09-21 14:31:09,VPN Detected,74,Unassigned,Unresolved
ALT-1f35db4c,TXN-896dd03b,2025-05-14 21:38:15,VPN Detected,77,Unassigned,False Positive (Legit)
ALT-06324167,TXN-e07f29b7,2025-10-15 10:12:20,High Value,91,Closed,False Positive (Legit)
ALT-13e45e5e,TXN-4d16855f,2025-07-24 05:42:19,High Velocity,68,Unassigned,False Positive (Legit)
ALT-b887a953,TXN-91016f2b,2025-04-05 22:53:48,Impossible Travel,97,Unassigned,Unresolved
ALT-b7f747e0,TXN-eca09245,2025-12-11 06:16:31,Impossible Travel,51,In Review,True Positive (Fraud)
ALT-8c15acb2,TXN-1c956bc6,2025-06-05 13:29:46,High Velocity,65,Closed,False Positive (Legit)
ALT-125fa5ad,TXN-f2dedb9f,2025-09-25 08:02:05,High Value,70,Closed,True Positive (Fraud)
ALT-4f0370e9,TXN-e43959da,2025-02-12 02:38:49,Impossible Travel,51,Closed,True Positive (Fraud)
ALT-5c0b21d1,TXN-8da940b6,2025-12-01 11:39:24,High Velocity,74,Closed,False Positive (Legit)
ALT-03b0f459,TXN-291e7f98,2025-05-20 20:33:06,High Velocity,68,Closed,True Positive (Fraud)
ALT-82ce5e26,TXN-c77d2237,2025-05-22 10:39:31,High Velocity,70,In Review,True Positive (Fraud)
ALT-48be9994,TXN-c9eb4705,2025-04-02 22:24:15,Impossible Travel,51,Closed,Unresolved
ALT-82909007,TXN-3f5e4661,2025-06-23 02:26:38,High Velocity,78,Closed,Unresolved
ALT-1f6bf015,TXN-b4771bc6,2025-02-01 20:44:18,VPN Detected,62,In Review,True Positive (Fraud)
ALT-948b0fe2,TXN-df6ba27f,2025-04-24 01:42:49,High Value,51,In Review,False Positive (Legit)
ALT-03bc0e08,TXN-3f126757,2025-10-29 04:24:15,High Velocity,58,Closed,False Positive (Legit)
ALT-787b18a7,TXN-5daea4d6,2025-07-22 05:21:16,High Value,56,Closed,True Positive (Fraud)
ALT-ff63e1c7,TXN-ba5f2610,2025-03-18 09:54:39,High Value,51,Unassigned,Unresolved
ALT-3f0cdc87,TXN-a03eace3,2025-12-27 18:28:15,High Velocity,61,In Review,True Positive (Fraud)
ALT-14bf194b,TXN-68182048,2025-02-12 14:15:55,High Value,81,Closed,True Positive (Fraud)
ALT-376f79f4,TXN-6a8025e7,2025-02-20 13:13:35,High Value,78,In Review,True Positive (Fraud)
ALT-038b5c1c,TXN-03e784ba,2025-01-10 22:45:33,VPN Detected,59,Closed,False Positive (Legit)
ALT-94d06f6a,TXN-b19b1829,2025-09-07 00:35:12,VPN Detected,90,Closed,True Positive (Fraud)
ALT-0bf352f9,TXN-6fdc6334,2025-06-06 11:26:09,High Velocity,54,Unassigned,True Positive (Fraud)
ALT-897667b5,TXN-b4be8c56,2025-06-25 21:02:49,VPN Detected,52,Unassigned,False Positive (Legit)
ALT-714e7ace,TXN-a5fccb03,2025-05-12 12:37:19,VPN Detected,50,In Review,False Positive (Legit)
ALT-d51d93c3,TXN-f4edc15e,2025-09-26 22:50:33,VPN Detected,78,Unassigned,Unresolved
ALT-a6deaeb1,TXN-de3efa28,2025-08-09 04:49:16,High Value,52,In Review,Unresolved
ALT-a4ccb090,TXN-7bdb0406,2025-02-28 04:27:23,High Value,59,Closed,False Positive (Legit)
ALT-9d88f870,TXN-5179e490,2025-09-20 22:10:25,Impossible Travel,60,In Review,False Positive (Legit)
ALT-9f57c574,TXN-a0f3f044,2025-09-06 01:33:25,Impossible Travel,67,Unassigned,Unresolved
ALT-a9a698a4,TXN-9980fca4,2025-08-29 15:04:32,High Value,54,Unassigned,True Positive (Fraud)
ALT-d5fbaa3e,TXN-737c5e06,2025-05-23 20:56:41,Impossible Travel,90,Closed,False Positive (Legit)
ALT-635b4b0d,TXN-f93385d4,2025-09-19 20:25:03,Impossible Travel,90,In Review,True Positive (Fraud)
ALT-9b581ba3,TXN-ab77cc06,2025-01-28 19:55:23,VPN Detected,55,In Review,True Positive (Fraud)
ALT-67fdf383,TXN-1bd8cc80,2025-12-11 19:15:09,Impossible Travel,72,In Review,Unresolved
ALT-dd5639e9,TXN-e1f9a3fd,2025-04-29 09:11:24,Impossible Travel,56,In Review,False Positive (Legit)
ALT-332ed73f,TXN-ecd4572d,2025-12-23 00:17:47,Impossible Travel,73,Unassigned,True Positive (Fraud)
ALT-313da2d2,TXN-1587e1f5,2025-07-20 19:26:58,VPN Detected,72,Unassigned,True Positive (Fraud)
